project_id,description,sources,factiva_sources
75,"(PPIAF) In 2004, China agreed to assist with the rehabilitation of two power plants, the Ginkang Hydropower Plant and Tinkisso Hydropower Plant. The Chinese granted $2 million USD toward the projects. It appears that the projects were completed in 2006. The Hunan Construction Engineering Group Corp. was responsible for the projects. The timeline for construction is unclear. PPIAF-ID:152","https://openknowledge.worldbank.org/bitstream/handle/10986/2614/480910PUB0Buil101OFFICIAL0USE0ONLY1.txt?sequence=2, Other; https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient); http://www.accessmylibrary.com/article-1G1-254003550/guinean-website-assesses-ties.html, Media Report, including Wikileaks; http://www.un.org/en/africa/osaa/pdf/pubs/2015infrastructureanddev.pdf, Other Official Source (non-Donor, non-Recipient)",
76,"In 2005, Weihai International Economic Technical Cooperative Co., Ltd (WIETC) completed a water project in Mosaka, DRC. The financing came from the Chinese government in the form of a grant. The total project cost was $2 million, while the Chinese commitment was $1.65 million.","https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient)",
80,"On December 17, 2003, Addis Ababa Major Arkebe Oqubay and Chinese Foreign Minister Li Zhaoxing inaugurated the newly-built Ethio-China Friendship road. The 2.2 km-long road, once the Gotera-Wollo Sefer Road, was constructed with Chinese government aid. The total cost of the project was $4.52 million, and the Chinese committed $2.94 million. ","http://www.accessmylibrary.com/coms2/summary_0286-19742374_ITM, Media Report, including Wikileaks",
83,"In 2002, the China Railway Construction Corp. constructed the Zinder Water Supply Project in Niger with aid from the Chinese government. The network links of 10.3 km links twelve wells, and has a water supply canal of 25 km. According to a PPIAF consultant, the Chinese commitment for this project is 4 million USD, while the total project cost is 8.55 million USD. The exact start and end dates are still unknown.; PPIAF-ID:197","https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient); http://english.peopledaily.com.cn/200512/31/eng20051231_232076.html, Media Report, including Wikileaks; http://news.xinhuanet.com/english/china/2014-07/10/c_133474011.htm, Government Source (Donor/Recipient); http://allafrica.com/stories/201608030235.html, Media Report, including Wikileaks",
84,"In 2005, Weihai International Economic Technical Cooperative Co., Ltd (WIETC) completed a water project in Sibiti, Congo. The financing came from the Chinese government in the form of a grant. The total project cost was $6 million, while the Chinese commitment was $5.79 million; References to this project outside of PPIAF cannot be found; PPIAF-ID:87","https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient)",
85,"In 2008, the Chinese government agreed to extend a concessionary loan of $83.1 million to Gabon to fund the Grand Poubara Hydroelectric Project. The dam is being built to generate power for iron ore mining in Belinga (Project ID#630). The agreement was signed by Gabonese Finance Minister Paul Toungui and China's ambassador Hxue Jinwei. The loan has a 3% interest rate over its 20-year term, with a seven-year grace period. The hydropower plants will add approximately 6,000 jobs. The entire construction process will be completed in 54 months; construction officially began on November 15, 2008. In February of 2012, the Director of Electrical Energy, Patrick Yali, announced that the Poubara 4 Dam would be opened for July 2013. The entire dam's funding was 75% provided by the Chinese government, and the Gabonese government picked up the latter 25%. Deborah Brautigam's 'China in Africa' blogpost from December 2012 reported that as of January 2011 construction had not commenced on the Poubara dam because China withdrew its support after Gabon awarded iron ore mining rights in Belinga to an Australian firm. STAFF_NOTE: Johns Hopkins 2016 report describes this (project of the same name) as a $300 million USD loan, which disagrees with the other information here.","http://www.corbisimages.com/stock-photo/rights-managed/42-21164334/gabon-poubara-hydropower-plant-built-by-chinese, Other Official Source (non-Donor, non-Recipient); http://www.internationalrivers.org/resources/belinga-dam-gabon-3597, NGO/Civil Society/Advocacy; http://www.mofcom.gov.cn/aarticle/i/jyjl/k/200802/20080205367053.html, Government Source (Donor/Recipient); http://finance.ifeng.com/roll/20101116/2891488.shtml, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=WDAN000020080815e48f00030&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.chinaafricarealstory.com/search?updated-min=2012-01-01T00:00:00-05:00&updated-max=2013-01-01T00:00:00-05:00&max-results=50, Social Media, including Unofficial Blogs; http://www.presidentalibongo.com/l-actualite/toute-l-actualite/5958/le-barrage-hydroelectrique-de-poubara-livre-en-juillet-2013, Other; http://www.en.legabon.org/news/1020/gabon-has-been-first-time-included-global-competitiveness-report-world-economic-forum, Government Source (Donor/Recipient); http://blogs.ft.com/beyond-brics/2014/08/08/chinese-dams-in-africa/?, NGO/Civil Society/Advocacy; http://sais-cari.org/chinas-hydropower-finance-in-africa/, Other Academic (Working Paper, Dissertation); https://static1.squarespace.com/static/5652847de4b033f56d2bdc29/t/58ac91ede6f2e1f64a20d11a/1487704559189/eastern+promises+v4.pdf), Other Academic (Working Paper, Dissertation)","http://global.factiva.com/aa/?ref=WDAN000020080815e48f00030&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks"
87,"(PPIAF) Bata-Niefang section road rehabilitation; Chinese Commitment: USD 5.92 Million; PPIAF-ID:105 In 2003, the Bata-Niefang section of road rehabilitation was completed at a cost of roughly US$6 million. It appears that the project was untied. The project was completed in August 2013. ","https://openknowledge.worldbank.org/bitstream/handle/10986/2614/480910PUB0Buil101OFFICIAL0USE0ONLY1.txt?sequence=2, Other; http://www.crbc.com/site/crbcEN/businessUpdate/info/2013/1512.html, Media Report, including Wikileaks",
91,"In 2004, Huawei signed a contract with Burundi to implement the 6 month Burundi GSM mobile telecommunication project. The project includes three parts: GSM mobile network extension from original 30000 users to 60000 users for the nation's capital Bujumbura and its neighborhood, and fixed access switching in three cities. The China Exim Bank provided 7.91 million USD financing for the 9.31 million USD project. The project was launched at the end of the first quarter of 2006.","http://www.telegeography.com/products/commsupdate/articles/2006/05/22/econet-acquires-65-stake-in-burundi-gsm-operator/, Other Official Source (non-Donor, non-Recipient); https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient)",
99,"Niefang-Nkue Road; Total Project Cost: USD 11.38 Million; Chinese Commitment: USD 11.38 Million; PPIAF-ID:103 In 2001, the Niefang-Nkue Road project was completed, with 33.2km being constructed at a cost of roughly US$11 million. It appears that the project was untied, and the commitment year is unknown.","http://books.google.com/books?id=HzIslxyu6U4C&pg=PA97&lpg=PA97&dq=angola+ring+roads+cmec&source=bl&ots=kTF_cG5m_E&sig=LgYeYtWM9jUa4CuTe5N7-RhZ_2M&hl=en&sa=X&ei=ZV1QUaKdBrDl4APf8YDwDA&ved=0CDAQ6AEwAA#v=onepage&q=angola%20ring%20roads%20cmec&f=false, Other; http://gq.mofcom.gov.cn/article/zxhz/zhxm/200303/20030300076466.shtml, Government Source (Donor/Recipient)",
100,"In 2007, Shanghai Construction began construction on the Gotera Intersection Bridge in Addis Ababa where 4 backbone roads meet. The total project cost and Chinese commitment was $12.71 million, and according to a Nigerian news blog, all costs and budgeting were covered by China. The project was inaugurated on June 1, 2009. The interchange is 8.1 km in total and lays on 40 hectares of land.","http://nazret.com/blog/index.php/2009/06/01/ethiopia_gottera_interchange_officially_, Media Report, including Wikileaks; http://et.mofcom.gov.cn/aarticle/todayheader/200906/20090606317620.html, Government Source (Donor/Recipient); http://jjhzj.mofcom.gov.cn/article/y/200907/20090706393483.shtml, Government Source (Donor/Recipient); http://jjhzj.mofcom.gov.cn/article/y/200904/20090406210114.shtml, Government Source (Donor/Recipient); http://www.saiia.org.za/occasional-papers/building-on-progress-chinese-engagement-in-ethiopia, Other Academic (Working Paper, Dissertation)",
101,"Building upon the Addis-Ababa Ring Road constructed in 2004, Phase II of the Ring Road project began in 2005 with a $15 million interest-free loan in support of the project from China. The loan may be part of a $2 billion sum from China from 2002-2007. China Road & Bridge Corporation (CRBC) has been commissioned to construct this portion as well. As of 2014, the project was still incomplete and has incurred project costs worth approximately 2 billion birr. According to one source, the funding for the ring road was concessional.","http://www.saiia.org.za/occasional-papers/building-on-progress-chinese-engagement-in-ethiopia, Other Academic (Working Paper, Dissertation); http://www.thereporterethiopia.com/index.php/news-headlines/item/1599-famous-market-to-go-as-ring-road-enters-final-stretch, Media Report, including Wikileaks; http://collection.europarchive.org/tna/20080305120132/http:/dfid.gov.uk/pubs/files/china-dev-africa.pdf, Other Academic (Working Paper, Dissertation); http://english.peopledaily.com.cn/200605/16/eng20060516_265955.html, Media Report, including Wikileaks; http://abbaymedia.com/News/?p=161, Media Report, including Wikileaks; http://news.bbc.co.uk/2/hi/africa/7081530.stm, Media Report, including Wikileaks; http://ethiopianbusinessreview.net/index.php/economy-finance/item/489-a-friend-in-need-indeed-china-offers-billions-for-cash-starved-ethiopia, Media Report, including Wikileaks; http://africa.chinadaily.com.cn/weekly/2013-01/11/content_16106382.htm, Media Report, including Wikileaks; http://www.dtic.mil/cgi-bin/GetTRDoc?Location=U2&doc=GetTRDoc.pdf&AD=ADA511055, Academic Journal Article",
103,"In 2002, China Machine-Building International Corporation (CMIC) agreed to undertake three phases of the Project for Rehabilitation and Extension of the Electrical System in Luanda. CMIC completed the first phase of the project. The project value for the first phase was 15 million USD, financed by China's Export-Import Bank and China Construction Bank (CCB). Other projects included under this line of credit were the Luanda Railway project (ID#152), the rehabilitation of electricity networks in Lubango (ID#34589), Namibe and Tombowa (ID#34594) and a project in telecommunications (potentially project ID#206). The total of these projects funded by the Exim Bank and the CCB was 145 million USD. The second phase of this project was committed in 2004 (see project ID#34787). ","https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient); https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=1666736&fileOId=1666737, Other Academic (Working Paper, Dissertation); http://repository.up.ac.za/bitstream/handle/2263/17253/Kiala_China(2010).pdf?sequence=1, Academic Journal Article; http://www.repository.up.ac.za/bitstream/handle/2263/17253/Kiala_China(2010).pdf?sequence=1, Other Academic (Working Paper, Dissertation)",
105,"Botswana's Public Procurement Asset Disposal Board approved the tender titled 'Construction of Letlhakeng-Kang Road Section II from Dutlwe to Morwamosu. In October, 2004, China State Construction Engineering Corporation bid for the contract. The loan agreement with the Chinese government was revised to give 160 million CNY at 3% fixed interest to mature in 2021 (15 years from when agreement was signed in 2006). As of 2010, only 129,220,330 CNY was received by Botswana. China Construction Botswana Ltd completed the construction of the Dutlwe-Morwamosu road project. The opening ceremony was held in Boonen, a District Dutlwe. The project consists of 95.74 km of the main road (9.7 meters wide), 7.07 kilometers of roads (7.0 meters wide), 31 km of connecting roads and 119 culverts. The exact date of completion is not reported, but the article was published on December 7, 2010. This section of road was Phase 2 of the Letlhakeng-Kang road project(PPIAF) Dutlwe - Morwamosu Road Project is situated in the western part of Botswana and passes through Kweneng, Southern and Kgalagadi Districts. The area's main economic activity is subsistence agriculture, comprising principally the raising of cattle; Political/Resource Considerations: Political; Chinese Commitment: USD 16.7 Million; PPIAF-ID:47(PPIAF) Letlhakeng-Kang (Phase 2) road project.; Political/Resource Considerations: Political; Total Project Cost: USD 40 Million; Chinese Commitment: USD 18.6 Million.","http://www.fmprc.gov.cn/chn/gxh/cgb/zcgmzysx/fz/1206_4/1206x1/, Government Source (Donor/Recipient); http://global.factiva.com/redir/default.aspx?P=sa&an=afnws00020030315dz3e000h1&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.ppadb.co.bw/tender_awards_tab_hist.html, Government Source (Donor/Recipient); http://www.sourcejuice.com/1405829/2010/12/07/Botswana-China-Building-construction-completed-road-Dutlwe-Morwamosu/, Media Report, including Wikileaks; http://www.finance.gov.bw/templates/mfdp/file/File/DEBT%20PUBLISH.pdf, Government Source (Donor/Recipient); https://books.google.com/books?id=nDSR1FF2hY8C&dq=zinder+water+project,+niger,+china,+2002&source=gbs_navlinks_s, Other Official Source (non-Donor, non-Recipient); http://collection.europarchive.org/tna/20080305120132/http:/dfid.gov.uk/pubs/files/china-dev-africa.pdf, Other Academic (Working Paper, Dissertation)","http://global.factiva.com/redir/default.aspx?P=sa&an=afnws00020030315dz3e000h1&cat=a&ep=ASE, Media Report, including Wikileaks"
